,video_id,video_title,video_channel,publish_date,views,like_count,dislike_count,comments
69,Ih26fli0vAU,Ancient history and the Old Testament  | World History | Khan Academy,Khan Academy,2016-11-02,115608,388,42,104
68,SaP1O0i1bdc,Types of statistical studies | Study design | AP Statistics | Khan Academy,Khan Academy,2016-11-04,87084,648,17,11
67,acfjqWTwee0,Techniques for generating a simple random sample | Study design | AP Statistics | Khan Academy,Khan Academy,2016-11-10,118183,514,38,21
66,DaBq0naj0YY,Introduction to experiment design | Study design | AP Statistics | Khan Academy,Khan Academy,2016-11-11,239484,1098,56,24
65,vwUV2IDLP8Q,Constrained optimization introduction,Khan Academy,2016-11-15,245235,1805,42,74
64,CAXQvTKP8sg,Marginal distribution and conditional distribution | AP Statistics | Khan Academy,Khan Academy,2016-11-16,279516,1109,74,36
63,CNN2d7uG6IY,The Peloponnesian War | World History | Khan Academy,Khan Academy,2016-11-21,184227,1198,80,93
62,sF3Lh4XT4hg,Emperors of Pax Romana | World History | Khan Academy,Khan Academy,2017-01-02,83170,575,50,67
61,gUbsSL2OiBg,Jesus Christ and Christianity | World History | Khan Academy,Khan Academy,2017-01-09,222976,1707,138,471
60,CGbBbH1e7Yw,Computing a Jacobian matrix,Khan Academy,2017-01-10,73923,475,2,19
59,xBIbflTfxm8,Introduction to the Vedic Period  | World History | Khan Academy,Khan Academy,2017-01-27,218195,1442,102,263
58,ptAw20kem90,"Naming ions and ionic compounds | Atoms, compounds, and ions | Chemistry | Khan Academy",Khan Academy,2017-02-06,442487,837,53,39
57,iMbAu2Oh7PA,Sunni and Shia Islam part 1 | World History | Khan Academy,Khan Academy,2017-02-22,729522,6059,512,1117
56,AgcuSSiR5to,Khan Academy Live: SAT Math Class,Khan Academy,2017-02-24,327635,5130,107,198
55,od2ChzDRrBk,Announcing Khan Academy Official LSAT Prep – Free for all!,Khan Academy,2017-02-28,121362,1008,19,109
54,HPRPaTqNnZk,Mayans and Teotihuacan | World History | Khan Academy,Khan Academy,2017-03-01,91331,607,52,46
53,649ZlWMp0LE,Ionization energy: period trend | Atomic structure and properties | AP Chemistry | Khan Academy,Khan Academy,2017-03-07,77217,246,9,8
52,-N2cFuy0mGM,Khan Academy Live: SAT Writing Class,Khan Academy,2017-03-11,195238,3448,76,281
51,aCA6ioTLw-Q,Theravada and Mahayana Buddhism | World History | Khan Academy,Khan Academy,2017-03-16,220895,2929,92,340
50,X-_cJU-pFwQ,Buddhism | World History | Khan Academy,Khan Academy,2017-03-16,157631,1618,83,161
49,CZ5ne_mX5_I,Multiplying &amp; dividing powers (integer exponents) | Mathematics I | High School Math | Khan Academy,Khan Academy,2017-03-29,329004,453,41,37
48,Y4-F3zk7pFc,Justinian and the Byzantine Empire | World History | Khan Academy,Khan Academy,2017-04-13,167610,1313,102,173
47,pAlq9fFwtus,Introduction to the coordinate plane,Khan Academy,2017-05-03,238201,1195,301,362
46,jqMC4RBE4A0,Great Schism or East-West Schism part 1 | World History | Khan Academy,Khan Academy,2017-05-04,76888,491,111,48
44,8-pxqeO24Ww,An announcement from Khan Academy,Khan Academy,2017-05-08,174183,4155,82,393
45,H5ZJujqa0YQ,Overview of the Middle Ages | World History | Khan Academy,Khan Academy,2017-05-08,349853,2779,188,215
43,pLijVYVDKlc,The Columbian Exchange,Khan Academy,2017-05-17,328777,1395,305,265
42,apkT6rVE8qo,Example finding distance with Pythagorean theorem,Khan Academy,2017-05-23,153278,828,61,84
41,30LcZqRfPRY,"Bivariate relationship linearity, strength and direction | AP Statistics | Khan Academy",Khan Academy,2017-05-24,85679,521,31,23
40,xjh0L2Km_cs,The Holocaust  | World History | Khan Academy,Khan Academy,2017-06-11,148923,918,410,148
39,p5SkpVqjWmg,Japanese Imperialism | World History | Khan Academy,Khan Academy,2017-06-14,73317,659,34,40
38,gB7ya6386iA,Contextualization--Islam | World History | Khan Academy,Khan Academy,2017-06-16,122127,912,97,146
37,Fx4l41R5nxY,Comparing Roman and Byzantine Empires | AP US History | Khan Academy,Khan Academy,2017-06-28,77700,572,43,89
36,vQCkYm3v3aA,Distance and displacement introduction | One-dimensional motion | AP Physics 1 | Khan Academy,Khan Academy,2017-07-06,289535,2765,123,156
35,2egl_5c8i-g,Variance and standard deviation of a discrete random variable | AP Statistics | Khan Academy,Khan Academy,2017-07-14,193773,1055,35,41
34,5xitzTutKqM,Limit of sin(x)/x as x approaches 0 | Derivative rules | AP Calculus AB | Khan Academy,Khan Academy,2017-07-25,183847,958,22,94
33,SFWN-TkVFyI,Proof: The derivative of __ is __ | Advanced derivatives | AP Calculus AB | Khan Academy,Khan Academy,2017-07-25,70376,457,11,39
32,0dDIPzqKgYk,Definite integrals intro | Accumulation and Riemann sums | AP Calculus AB | Khan Academy,Khan Academy,2017-07-31,101725,344,13,18
31,Himr2l8Rd18,Worked example: Rewriting limit of Riemann sum as definite integral | AP Calculus AB | Khan Academy,Khan Academy,2017-08-01,108731,591,16,24
30,7n_Hf_UsW7I,Economic models | Basic economics concepts | AP Macroeconomics and Microeconomics | Khan Academy,Khan Academy,2017-08-08,147803,985,43,34
29,Nq88IHw4Y9E,Addition using groups of 10 and 100 | 2nd grade | Khan Academy,Khan Academy,2017-08-14,330618,92,19,23
28,Ve6K10-Yx_M,Command and market economies | Basic economics concepts | AP Macroeconomics | Khan Academy,Khan Academy,2017-08-14,141562,1394,114,161
27,wwg052FC_Zw,Fraction decimal and percent from visual model,Khan Academy,2017-11-08,138026,571,95,114
26,h-qwno7n5F4,Scale factors and area,Khan Academy,2017-11-09,68672,225,31,27
25,K8p0F92gVUM,Opportunity cost and comparative advantage using an output table | AP Macroeconomics | Khan Academy,Khan Academy,2017-11-18,85931,734,21,29
24,fI1t0dY5zoc,The social contract | Foundations of American democracy | US government and civics | Khan Academy,Khan Academy,2017-11-22,149211,1441,151,158
23,_QqhuLixNEk,Introduction to vertex form of a quadratic,Khan Academy,2017-11-28,194138,1310,52,67
22,hlM7zdf7zwU,Confidence intervals and margin of error | AP Statistics | Khan Academy,Khan Academy,2017-12-14,600124,4640,215,156
21,a2rd4Qy8yNI,Introduction to t statistics | Confidence intervals | AP Statistics | Khan Academy,Khan Academy,2017-12-18,77611,374,28,19
20,ipm5Bk10Fio,Introduction to the public policy process | US government and civics | Khan Academy,Khan Academy,2017-12-21,98761,1061,23,30
19,F_vLWkkOETI,Introduction to circuits and Ohm&#39;s law | Circuits | Physics | Khan Academy,Khan Academy,2018-01-05,543505,6089,144,248
18,Hdbbx7DIweQ,Introduction to Type I and Type II errors | AP Statistics | Khan Academy,Khan Academy,2018-01-31,150017,983,37,17
17,z-HSsVARNnk,Using a table to estimate P-value from t statistic | AP Statistics | Khan Academy,Khan Academy,2018-02-20,198412,1037,53,40
16,qLYYHWYr8xI,How to calculate interquartile range IQR | Data and statistics | 6th grade | Khan Academy,Khan Academy,2018-02-27,679688,3368,225,236
15,hI4v7v8AdfI,Introduction to nucleic acids and nucleotides | High school biology | Khan Academy,Khan Academy,2018-03-01,84951,808,28,27
14,NkGvw18zlGQ,Two-sample t test for difference of means | AP Statistics | Khan Academy,Khan Academy,2018-03-29,292289,1886,101,84
13,MaabUHLIIXA,Types of forces and free body diagrams | AP Physics 1 | Khan Academy,Khan Academy,2018-04-13,85532,762,33,25
12,YZGSEcLlIH0,Current through resistor in parallel: Worked example | DC Circuits | AP Physics 1 | Khan Academy,Khan Academy,2018-04-13,84438,649,53,31
11,11s5Biyi9q4,Pedigrees | Classical genetics | High school biology | Khan Academy,Khan Academy,2018-07-19,273496,2739,102,116
10,BH7URONYaHU,Manifest Destiny | Period 5: 1844-1877 | AP US History | Khan Academy,Khan Academy,2018-10-24,150835,1129,155,136
9,FBWJYH8DZ1g,Introduction to price elasticity of demand | APⓇ Microeconomics | Khan Academy,Khan Academy,2018-11-15,176003,1700,70,64
8,ygXkdSKXQoA,Naming a cycloalkane | Organic chemistry | Khan Academy,Khan Academy,2019-04-19,116191,260,8,12
7,MwxMsaFFycg,IP addresses and DNS | Internet 101 | Computer Science | Khan Academy,Khan Academy,2019-04-23,310806,1238,54,71
6,wtrrr15mbvQ,Place value with decimals,Khan Academy,2019-05-15,221091,2184,395,11
5,4swFGRhQoMI,What is a main idea? | Reading | Khan Academy,Khan Academy,2020-03-27,178537,1841,203,0
4,MAu3e5GZo4k,Understanding theme | Reading | Khan Academy,Khan Academy,2020-04-06,389258,3046,454,0
3,zFNnbxCZPBU,The elements of a poem | Reading | Khan Academy (unlisted),Khan Academy,2020-04-10,222332,1398,173,0
2,Zr1xLtSMMLo,The elements of a story | Reading | Khan Academy,Khan Academy,2020-04-10,240352,2734,243,0
1,imlwmNO9xlY,The elements of a drama | Reading | Khan Academy,Khan Academy,2020-04-28,67688,521,68,0
0,1vMVqhh_wi4,Help Khan Academy Double Down On Our Efforts,Khan Academy,2021-03-16,83589,2400,58,184
